date,reviewID,reviewerID,reviewContent,rating,usefulCount,coolCount,funnyCount,flagged,restaurantID
1/2/2012,JU8lsdDGBJ5tBOMYMkk2gQ,4lpAu8nFqMv1nXz5NLfcXw,"Have come here for brunch and dinner and really enjoyed both experiences. communal tables at brunch and private table for dinner; we had the French toast, duck, and hash browns at brunch and everything was amazing. Would try to come a little earlier bc they ran out of the coffee cake and one of the plates. For dinner we had oysters to start and cured meats which made for a surprisingly light meal. Would def come back, especially because they take reservations.",4,0,0,0,0,LMaoM2Ue2BR_HI9ba3JsZg
12/19/2010,-U5OT-ae-GO,wgjWF0vbrn86IIBcAoZ7aw,"I love the Bapple's curvy bar, friendly bartenders, and giant selection of beer! Good to see places in my neighborhood are branching out and embracing microbrews. Decor is lovely, and I think there's a patio in the summer. One day I'll plan ahead and come here for dinner, but until then I'm happy just stopping in for a Belgian or three.",4,0,0,0,0,GEpXn9rtTMtIj5NsGFiNQw
4/4/2010,pU8Opl1ZSW,55lpuhNQmcoy2QlFOqZzbw,"Exceptional, you will not leave here hungry! We didn't spend much time at the salad bar because lets be honest its all about the meat. Every cut was outstanding. Make sure you try all of the cuts they offer!",4,0,0,0,0,43rd1LKcZRIunySzbMsyLQ
12/14/2010,beaB9NjyUoy9GnDSouqapQ,Bc3mOP6ExZm7gdndg850FA,"Just had breakfast at Big Jones for the first time this past Saturday and it was GREAT! I had some of the best Eggs Benedict I've EVER had. The ham was very tasty & they serve it on popovers rather than English muffins...a very nice twist! The hollandaise sauce was PERFECT! Rounded out with freshly squeezed orange juice (very tasty), complimentary beignets (again, very tasty), a warm and cozy atmosphere (both in furnishings AND temperature) and it was a great experience. I've eaten here probably 7 or 8 times since they opened their doors and have NEVER been disappointed. I only wish they would bring back their Mississippi Mud Pie/Cake. BEST dessert on the menu! *hint, hint* Will definitely be back and have taken friends as well as recommended to friends. Keep up the good work!",5,0,0,0,1,ElCbMJRjgu9LDj4MxOKXew
8/30/2011,krk9axItrpHktgAyHm0meQ,-BpWUnoBWs3ZQ5f8CN7now,The fact that this place offers such a diverse menu while maintaining quality and yummy flavor is pretty amazing. This is definitely a favorite brunch spot I regularly take out of town guests to so they can get a feel for Greek town.  The only complaint is that it can get super crowded on weekends...but it is worth the wait and crowded seating.  Week days are much more relaxed and enjoyable.  Try it!,4,0,0,0,1,tCkwBTuEFvhuaBoEUWqbuQ
5/12/2011,TFZOdBeyc77mFIoPzIZXYA,Gzx6-AqgyAZuel2KeZOxVg,"This place just rocks. Flat out cool o place...thinkin about gettin some pequods panties! Great atmosphere, great pie.",5,0,0,0,1,DXwSYgiXqIVNdO9dazel6w
6/14/2009,kQZ,Dy8Prct7YDK8SN9Uk7c1aA,"Well i wanted to give it 5 stars, but my pocket hurts. As far as the food & service EXCELLENT! !!!I can see why it would be pricey. It's pretty great that there is no thinking involved for this place. I went here on a Sunday with my sisters. So this is how it all went down... Came in, smiles everywhere..was sat down by 3 servers who pulled out our chairs (honestly not used to that, very nice!) asked for drinks (received within 2min),and  then the process explaination. First off, there really is no menu other than what you can get for meats and drinks. What you need to know: 1. there's an open salad bar and 2. there are servers with meat constantly walking around,  ready to serve you meat when you flip your card to green, red for 'no serve'(you'll get it) and 3. you better be prepared to eat. Point to be made: you're never waiting, constantly being served (but not in an annoying way) and better come with a HUGE APPETITE. I came out with a food coma, that means GOOD EATING in my book.  Guaranteed FULLNESS! To meateaters, THIS IS HEAVEN!!!!!",4,1,0,0,0,43rd1LKcZRIunySzbMsyLQ
4/3/2006,hFAD1F97AVpuJ4Ve5H4YXA,d89lBbUnlyrOZkC29K28zw,"Fantastic meat. It's expensive, so skip lunch and avoid the salad bar and just have the waiters keep bringing the meat over. I'd recommend this as a night's event (instead of an expensive bar), and you'll feel less bad about the cost. And keep in mind sodas are not included. I love the top & bottom sirloin the best, and their fried bananas are better than any other brazilian steakhouse. But it is a must to try everything, especially since it's all you can eat! If you're vegetarian, the salad bar isn't worth the price (I don't think any salad bar in the world would be. They really need to offer a discount for their vegetarian crowd sitting through a night of that much steak). As a tip, if you especially like a certain type of meat, just ask the guys bringing meat by to have a person stop by with that specific type. It's better than waiting for their rounds again.",5,4,2,0,0,43rd1LKcZRIunySzbMsyLQ
5/31/2006,9w4u6PWawJIAAMvneiOdWw,JMBCsHk6Sem3vWH5FCKitA,"Chicago is known for it's great live music scene, and one of the greatest venues around is the Green Mill. On weekends it's open late....I mean waaaaay late, 5am on Saturdays. The prices are pretty average and the clientele is a mixed bag of young and old hipsters, hepcats, yuppies, geeks, freaks, punks, jocks, anybody who digs a laid back atmosphere and the best live music in the city really.What's super hip is the circular booths towards the entrance, and the table/dance area right in front of the stage. So whether you're looking to converse with some great background sound, or get right in the mix, there's accomidations for you.The only downside is that it fills up pretty quickly on weekends, so get there before midnight if you want to catch a table, or else you'll be forced to stand at the super long, super curvy, fully stocked bar with attentive bartenders and waitstaff....really that's not so bad.Overall,People who dig jazz, dig the Green Mill.",5,0,0,0,1,t3pYu8eidmb2ZmexHRHT_Q
6/30/2012,fbba840Kg57O6vnYNi745w,sKW3aqJWQAD4tkHnF9l0GQ,"Eesh, even those that take the money at the front door of a historical poetry and music place can be broken and bitter. I arrived at the door on Poetry Slam ngiht with my writer professor friend from Cleveland, editor of a national magazine. Myself, a professor too and software entrepreneur, two Masters, musician, newspaper editor, author and poet -- listed in Poets&Writers Directory. So we're not slouches, and upstanding.Yet upon walking off the street out of the light into the Green Mill entrance area, we were met by a bullying bald bouncer in biker wear. When he wouldn't stop loudly accosting my unassuming friend for being too loud -- I think we said finally here to each other when we walked in -- I politely stated that he was the loud one, not us. Then he kept pressing, pushing obnoxiousness. Threatening us! We couldn't understand what was going on. Then some old lady slurping a drink at the bar chimed in, You're out of here. Leave. In retrospect, I often wonder if she was the owner, or just some slobby drunk. We left, went to Kingston Mines and then Buddy Guy's -- had a great time. Laughing about our experience at the Green Mill. Wondering if the owners knew how maniacal the door-tender is. How he chases away customers. And that witch. The image will never leave our minds. I had been to Green Mill many times, especially back in the 80s, even reading my stuff there. That's the only disappointment about being refused entrance to the Green Mill -- we wanted to read our poetry. Oh well, we thought, their loss. Not sure if or when I'll ever return there again. Not sure if that bouncer mentality will greet me or us next time. No, we hadn't been drinking. Yes, we were very professional, as always, and well-behaved. I just hope that type of treatment doesn't greet you if you dare to visit the Green Mill.",1,0,0,0,1,t3pYu8eidmb2ZmexHRHT_Q
12/13/2009,qMT-lU1PtBlFoyB55C1Uqw,fiDcrSANmmljv-6nl_gPtQ,"As Portillo's is for the Hot Dog, I would argue that Gino's is the quintessential deep dish pizza experience. Sure, it has a lot of competition (Lou Malnati's, Uno's, Giordano's, etc.) and these competitors are almost equally as good and shouldn't be discounted.  You can't go wrong with any of these places. But, I'd argue (and call it personal preference) something about the Gino's East experience pushes it over the top.  I think I just like the facets of the Gino's pie slightly better...  from the way the crust is made to the tomatoes on top.  From the writing all over the walls to the quality of the food, Gino's is sure to provide an extremely memorable dining experience.   Also, side note:  Make sure to check out all the celebrity autographs by the bathroom.",5,0,1,0,0,ibreTMGGaQSanZttUchjKg
10/26/2011,GrroUkH7zgneJ1U-x0nowA,f7laj8avfxxqylnKZFjqNg,"The sushi is average here. Granted that I am not a sushi expert. But for the same price, I've had better rolls and fish. However, the ambiance and decor is good. It's essentially what you're paying for here. I may go back just if some friends really want to go, but definitely not by my own accord.",3,0,0,0,1,8d_DiHWB-pjBVW3a7D8EWg
4/1/2012,eWir-DOnYwa9RlDWAZzDUQ,ghbNyZf6gpV4TciCS0vglg,"I liked this place. The food was tasty and the service was good but not for the price. $80 for 3 people to eat brunch is pretty steep. This is Andersonville not the Gold Coast. This is a southern style cafe. I don't remember anything being this expensive when I lived in the south. For about $16 I got a what was their version of an eggs benedict which were served with popovers instead of english muffins and a tiny crabcake. My husband's shrimp and grits were good but the portion size was very small as were the shrimp. Again, the food was tasty and I'd try it once but it was way too expensive for a basic brunch, ""southern"" or not.",3,0,0,0,0,ElCbMJRjgu9LDj4MxOKXew
4/11/2010,tq5Rjx6Bzckb39bOqDLIBA,PpgEpxoGLckWcgFKgi4LwQ,"GREAT PLACE TO EAT IS ALL I HAVE TO SAY !!! Staff and service are wonderful. Pricing is good, some might say its a lil bit expensive for the neighborhood and the food, its a good deal. The meat is fantastic and the salad bar was out of sight. You wont be disappointed !!",5,1,1,0,0,43rd1LKcZRIunySzbMsyLQ
12/28/2011,4tdDib6bB2CEVyOkn8ROeA,1Y7hbQkHHKJu7OqlI2KgRg,Spendid! Great selection of beers and food. Great atmosphere. This place is a favorite for my friends! The only downsides to this place is that it can become easily overcrowded and the food is on the expensive side.,4,0,0,0,0,sR4EOfPuI-at41uIxIZPhw
1/28/2010,ohvqe_fydEAkZXUCJpex9w,AQqPycLRwSdSwhRtGCPUBw,BEST SAUSAGES in town! I recommend you go here before you expire!,5,0,0,0,1,HOJqzz1WvOmeR9oESJ4d9A
11/1/2011,TFX8fRK94KMHxrZ7deAudQ,Z_FInaDO7cuxrUcjU7x0ZA,"food: maybe it's because i'm from LA, but i feel like sunda is a total knock-off of places like katsuya and koi!  the food is ok, but i've had better sushi for sure! service: forgetful.  i was at the restaurant for 3 hours! final thoughts: maybe i'm spoiled by LA sushi,  but sunda is no bueno",2,0,0,0,0,8d_DiHWB-pjBVW3a7D8EWg
3/11/2008,7QmZ6K5HNaXOR7cqIdVyPQ,4UD9pQkwMBsaOYiUpNwNpA,"I had a bad experience here - we had a reservation for a large group, but they kept us waiting for about 30 minutes past the reservation time after pushing it back.  The waiting area is the bar, but the bar has maybe 4-5 seats and the rest of us were basically standing in a small space between the kitchen and bathroom.  Not great, but we were excited about the food. Unfortunately, it was disappointing.  Everything on the menu looked great, but we ended up paying a lot for very bland food.  We were also ignored by the waiter for long stretches of time.  There seem to be a lot of good reviews on here so maybe it was just a bad night, but I had no intention of going back after my experience.",2,0,0,0,0,Btjt4D8dJ-yEdsts3Tj5Hg
6/26/2012,uUaON8Er9x7TNbQVOLa_mw,3nfYD8mhhuWF7Mvkn7pUUg,"Food was good, service sucked!The grilled salmon was dry with no seasoning.  The scallops were awesome, the garlic shrimp, awesome as we're the buffalo shrimp.  Our waitress obviously didn't like her job.  Might go back.",3,0,0,0,1,dKcO9OQ44RPRlkWe-vToFA
6/3/2012,ZT7zJSKmq2m1CqhkqGMpow,c-pjhD05lckJLsHfjvVv1Q,"I was underwhelmed. For all the rave reviews this place gets, I was disappointed w what I found to be just mediocre Italian food.  The owners/chefs are from Mia Francesca group and I really wish we'd have gone there (even though I've been a dozen times) instead. The only two things that really stood out were the bruschetta and the black pepper and cheese spaghetti. I don't like mushrooms so I was hesitant about the bruschetta. But I gave it a shot anyway and I might just be a mushroom convert now. Sooo good. The Pepe e Cacio spaghetti was amazing. There was not enough of it for two people, though, as promised by our server. (Or maybe we just wanted more because it was the only main dish with any true flavor?) The salad was good, light. Had apples sliced very thin to add some much needed taste to an otherwise bland dressing. The pork belly was fine but it's pork belly. How is that just fine?? The polenta is too creamy, created a mess, and lacked any kind of flavor at all. My grandmother was from Italy do maybe my polenta expectations are too high but I was really underwhelmed by that polenta.  But the meat ragu they put on top was killer, so points for that. The risotto carbonara was, frankly, inedible. Points for presentation (they break the egg over it right at the table and mix) but wow was it wayyyy too rich and the sauce was wayyy too heavy. Had two bites and had to stop. It was also LOADED w salt so you could barely taste anything else in the dish. Dessert (a sort of cloudless chocolate cake) was fine but nothing I'd order a second time or even recommend to a chocolate lover. Points for great service, an amazing wine list and for it being fairly inexpensive for all you get. That said, $120 for mediocre food  for 2 is $100 too much.",2,0,0,0,1,IvdOI86_CSCRFpid2atnyA
5/12/2010,Re_6-BoK7pTBUAZgulokDQ,L1gXKpV9JT8vCWHnvLTLzA,"There were a number of issues:1) The maître d showed herself to be unqualified for the job.We had a reservation for 24 (2 tables of 12).  Upon arriving and finding that the tables weren't ready, we were told we'd only have to wait 10 more minutes.  We had to wait an additional 30-45 minutes past our reservation time to get one table for 12.  The second table for 12 ended up not being free until several hours later.  It appeared that the groups who were 'just above to leave' from the second table had in fact just been seated when we arrived.  The other 12 people in our party split up and sat themselves around the restaurant in a fit of frustration and confusion.The maître d was less than helpful throughout and in conversation refused to accept responsibility for the errors in seating -- instead pinning the blame on our late reservation.  To her benefit, we did end up getting some free spring rolls once we were seated.  I don't know if these are typically free or not.2)  My food had to be sent back.There was what looked like a hardened block of ramen in my main course.  I understand that the noodles are pan fried, but that just wasn't right.I brought this to the attention of the waiter and my meal was promptly whisked away for a new plate.  He even removed my meal from the bill.  The waiter did a great job.  The kitchen?  Not so good.3) The food was pricey and just wasn't that good.I was there with French people and they didn't like the food that much.  I've eaten a lot of good Vietnamese food and I didn't like the food that much.  Fail on the fusion.  Check on mediocrity.In the end the shortcomings were insurmountable as the management was questionable and the food was passable on the second try.  Not what I want in a restaurant.  I will not be back.",1,0,0,0,1,5OtAmmypXvuTbkFBCziF_Q
5/1/2011,oC9lVM-dvTCnxWTEbsbNgQ,tDCMstzppup0-Xo89eahtQ,"I waited a while to write this because I thought it must be a fluke--but this retaurant has the most consistent TERRIBLE SERVICE of anywhere I've ever eaten--I've wanted to yelp the last 3 times I've been there but held off--this morning was the last straw.  I live nearby, and have probably been to Wilde 15-20 times since it's opened.  I have never had good service, but the last 3 times were truly insulting.  Today, my husband and I waited a full 7 minutes (in a nearly empty restaurant with busboys and waitresses walking around galore) and no one had even brought water.  We got up and walked out, I promised myself I'd write this, and here it is.  UNBELIEVABLE.  The last 2 times before today, one in Feb, one in March, I literally had to get up and go find someone who worked there and ask if maybe a waitress could take our order after sitting for nearly 10 minutes without even a drink order.  Yes the interior is cute, the food is decent (although obscenely expensive--$9.00 for pancakes that come with nothing--it's $2.95 for an order of sausage) and yes, it has a ful bar but the service is so bad I will never set foot in there ever again.",1,0,0,0,1,h-CNRJ-bqSZvz75J4A9cFg
1/15/2010,Urm6a6tJkT5jwMdW_2C7hw,NNuJ4uzk96s-Y48XB0mqzA,"The seoul sassy is the best Korean Fried Chicken I have had outside of Seoul. �The bowls are OK also, but the real attraction is the chicken.",4,0,0,0,1,WBU0yq9J8qiYQfI_fh2P1Q
4/4/2010,OIOV4ztqhWDnpwolRNzmGg,mjlRxCOxeNWyprfJAC72MQ,"Always solid breakfast food, great environment, very efficient servers.  Great coffee and how can you not love the extra pancakes with your entree?  And for the price...they do it right!",5,0,0,0,0,CwPi6NVuJIZZx4IBcTekFQ
8/1/2012,c6Hf1C86KT36bh6uPwFuZA,48Ef4Mev6YWvZjPqZvYR9g,"When my Minnesota boy decided to go to college in Chicago, I knew I would be visiting Chicago frequently and I wanted to find the best ""Chicago deep dish pizza"". I little research finds that there are as many opinions as there are restaurants as to which is best. So I decided to my own study. I went to Malnati's, Gino's, Uno and Duex, etc.  and the place I keep returning to is Giordano's. Can't beat it, never been disappointed.  - Just one more opinion. BTW, my test pizza is a large deep dish sausage, mushroom and spinach.",5,0,0,0,0,z_qEuUuRWIq4O-YufXHf1w
10/17/2009,ySYeweQ1kAg8ItFL22TSaw,YRcaNlwQ6XXPFDXWtuMGdA,"Visiting from Toronto and was recommended to come here. We were shocked to see a lineup outside a pizza place and with 10 of us we knew it would be a long wait, but no matter, we knew that once we got in we would be enjoying cheesey goodness. We were shocked yet again when we got seated to find out it would take 45 minutes to get our pizza. Once we did get it it was delicious.  An interesting twist is that they put the toppings on in reverse order, with the cheese first and the sauce last.  We had both the meat and veggi pies and each were tasty in their own right.  I found the outer crust to be a little dry, but was glad that it wasn't dripping grease. Overall I would have given this 5 stars but unfortunately the service was not so great.  Once we placed our order we didn't see our server again until he was bringing our food.  At which point we needed refills on our drinks which he didn't offer.  We had to get his attention as he was walking away.  Though later on my trip I realized that this level of service seems to be pretty standard in Chicago.",4,3,3,2,0,ibreTMGGaQSanZttUchjKg
9/20/2010,yfRqkkzYjkzGDO5qL2ADKA,Gv_ueLC5PeTEJAJTrpa1YQ,"I expected more of this place. And believe me, I really wanted to love this place - but it was a mere lust at first sight. I was literally drooling as I'm reading the reviews of Crisp. And drooled some more when I checked out their on-line menu. So I decided to go ahead and jumped on the L on a rainy Saturday morning (by morning I mean 11:30).  The place was quite full, but we still managed to find a couple of seats.  Seating layout is definitely something we were not too crazy, either.  I'm fully aware of the 'street vendors' seating in most Asian countries - but this is a restaurant, so I'd rather not facing a total stranger while I'm sucking on the tip of the chicken wings.   We ordered half-order of chicken wings with Seoul Sassy sauce, and two orders of Seoul Steak Bowls (bulgogi over rice).  They are good - but not super good that would make me want to go back  next weekend.  The Seoul Sassy sauce is the typical Asian sweet & spicy sauce - so I found nothing (too) special about it.  I have actually had better bulgogi else where.  Next time maybe I should try their bibimbap. Their serving is pretty huge (off of the regular menu, not the lunch special) - so for you with small tummy capacity, you might want to share.",3,0,0,0,0,WBU0yq9J8qiYQfI_fh2P1Q
8/22/2012,cLwbRl,jNluGpGuDvYXhc8-hVTfEg,"My friend and I went to dinner here in April 2012 on a Wednesday night.  It was still a little chilly outside, but they have a great outdoor set up.  The outdoor area is tented and has plenty of heaters.  We were willing to sit outside due to the heaters, and I think this significantly decreased our wait.  In general, I'm pretty frustrated by places that don't take reservations.  I usually try to get around the crazy crowds by going during the week or at a later time.  This approach didn't help too much with the Purple Pig.  At 8 pm on a Wednesday, we still waited a good 45 minutes.  This is definitely better than the other time I waited almost 2 hours (we ended up leaving because the wait was just ridiculous).  All reservation complaints aside, the meal was fantastic.  We had an artichoke salad to start, which was incredible.  Then we had roasted bone marrow with herbs.  I was initially a little freaked out by the look of the bone marrow, but it was so flavorful and perfectly prepared.  Then we had Porko Bucco, a pork osso bucco.  It was also delicious.  The waiter kept emphasizing that we could take our time, and we ordered each dish one at a time.  While it was nice to not feel like we're being rushed out the door, I'm more of a fan of ordering everything and getting out of there.  The waiter also encouraged us to stay, have some coffee, sit, etc.  I'm guessing that this relaxed attitude contributes to the crazy wait times and no reservation policy.  Overall, I enjoyed my meal.  However, my style doesn't totally jive with Purple Pig, and I would be more inclined to go somewhere with reservations and a timeline.",3,0,0,0,0,boE4Ahsssqic7o5wQLI04w
4/27/2006,zqv1nofAFDVXtpTrsIuzhQ,LiN62u8NxLmwsyHk9L3FWw,"If you want to feel like you're dining in an Ikea showroom, this is your place. The food isn't bad, but it's certainly nothing special. I suppose they have a good wine selection - and so what? The service, like most trendy restaurants in Chicago, sucks. On the other hand, plenty of people seem to like it, so...",2,0,0,0,1,u_Ze5HkcNXgECvYvKS0HLA
5/13/2012,92b5SqNfH3XPgJqlaOW9EA,A3ap-rl8Ax81naSoLekVuA,"We were seated an hour after our reservation -- but the service, drinks and food quickly made up for the wait.   I had the best filet mignon in Chicago here and the tuna tartar should not be missed. I also recommend someone in your group order a cosmopolitan. It will come out (literally) smoking and will taste delicious. Sit in the bar area if you want a more lively atmosphere. They have live bands that add to the old school ambiance.",4,0,1,0,0,Pcg4FtfbvSMMwrYuE1yVjQ
5/9/2006,EkdK2By4FBXd9L,6MhoYwUbOUkBQ02fUpbfiQ,"Great food, great atmosphere, and lots of things to enjoy!  This place is almost always busy and loud.  Though you have to try it, even if you just get a bunch of appetizers because all of it just a present for your tummy!",4,1,0,0,0,CQ75CQSyrsmb-S3UAwCHpw
9/25/2011,z39bbqjUosce8zw-34--Pw,I63dHeSrOpcI-hpp3pyTSQ,"sushi is good and priced well for what you get but the service is horrible at best. The last time I was there, we were told an hour wait which turned into 2 hours. Once seated it turns out they had given our $25 bottle of wine which was in the fridge to another table and gave us a cheap bottle that was left in there. We received no comp for the mistake and no apology. After waiting for 2.5 hours, we were rushed through our meal b/c it was almost closing time. Shame on us for waiting that long. If i ever go back it will be for take out only.",2,0,0,0,1,1QKqtC4vML3QhkrSzwR_tQ
11/10/2010,Pqo7elnBwzD-iGt7ATZWag,KRBuoZV4TOT0yn6zLH26zA,Very good service and good food. Nice cozy restaurant..overall it is fantastic...Concierge (Courtyard Marriott Mag Mile),5,0,0,0,1,Au1f1UMmKcgOXLsg4v56xw
8/20/2012,gEaMlvdVLSde5bR0OeSF6Q,pdMBNABB6ISbXu4ou4mHUQ,"Greasy, gross, and overpriced, with bad service/attitude. Worst of all, I spent $20 on takeout food for one person. Will not be back. Ever. I asked for recommendations and wanted vegetable vindaloo, which the guy on the phone informed me they ""don't have."" BULLSHIT. You have chicken vindaloo, and you can make a vegetarian version. He then recommended a dish with a lot of cheese, which I explained that I didn't want (after having Uno's earlier). So he recommended a veggie jalfrezi. Little did I know, that was also chock full of oily cheese chunks. I ate what I could salvage from the container, but it was bathed in a disgusting layer of oil. I am getting queasy reliving this experience, actually. Did I finish even half of this food? HELL TO THE NO. ps: If you still want to take a chance on this food don't ask to order delivery unless you're OK with paying $6.95 extra!! When I heard this I told them that I would pick it up myself as I was within walking distance.",1,0,0,0,0,dLS8GPg-K1O-zJ3VJAtiyg
11/13/2007,ckxYGTaOJq2qfteLm0nRuQ,6cvrk4N1vkYkbkOBBZc_cw,"This bakery in our neighbohood has fantastic lattes and even better blueberry scones - huge compared to other local bake shops, with lots of powdered sugar. Our dog loves the homemade treats, but then again, she doesn't have the most discriminating palette. Wifi in their attached cafe can be slow at times, but it's a quiet cozy corner. This is a regular stop on the Sunday-morning circuit.",4,1,1,1,0,xjZ9eqYrzMrl2v6_1Kv6hA
7/11/2006,Yke54Nq14w,Qna_4v5ycMMciFePdf1oWg,"Well, I have to say I was not that impressed. First of all, in this day and age of lawsuits, I can't believe they actually bring your food out on 500 degree plates. I'm not sure if it's supposed to improve on taste or indicate quality or something, but I found it annoying as it made my sweet potato casserole dissolve into soup when I made the mistake of spooning some onto my plate. My steak itself was tasty but not exceptional. I had the ice cream pie for dessert and it was as tasty as eating plain vanilla ice cream out of the carton at home. On the plus side, the service was excellent.",3,2,0,0,0,n-mj6IJkWyCu4BuD2dvm0A
3/3/2012,O7y,6JCcwhrLysBh0qlh0aZDOg,"The food was some of the most flavorful and creative I've had in a while and nothing I'd expect from an italian restaurant. I came expecting the usual flavors of pastas and veals and chicken dishes but was presently surprised with the creative menu. Most of the menu dishes are small and probably a little over priced for the portions. The ambiance was rich and felt cozy and chic at the same time. We sat in the back where all the bottles are stacked so it feels like you're in the cellar. The service was excellent with attentive and personable waiters and busboy, which you need since the dishes come out at a good pace and the tables are only barely big enough to accomodate your wine bottle, glassware, dishes and a shared entree. However, you never feel cramped. And after asking the waiter to turn down the base on the speakers, this was a comfortable date place.  As for the food, I recommend everything we ordered except for the better than average, but nothing special, pizza with procuito di parma. The beet salad had great flavors which popped in your mouth. The Large riggatoni with sausage was cooked perfectly.  The octopus was delicous and tender however had a bit too much mayonaise sauce on top which detracted from the seafood (I'd still recommend the dish). The pork belly with apple chutney was cooked well and had the right amount of salt and sweet for me but might be a little too rich for others since it's essentially thick bacon. We had the pear bread pudding with gelato for dessert which was also great.  The wine we chose was great and reasonably priced too. Overall, the restaurant is really good and would have gotten 5 stars if the prices were lower...or the portions were bigger!",4,2,1,0,0,IvdOI86_CSCRFpid2atnyA
6/11/2010,SvY4fhXBsCjF8,3dlMfXpvZvl_2n5c15kiBA,"After hearing rave reviews from my coworkers, Bongo Room is one of the best brunch places I've ever been to!!!!  My girlfriend had just called off her wedding and this was the perfect place to eat her feelings away!  Everything was amazing.  We had the red velvet pancakes, brown sugar & fruit french toast, caramel vanilla pretzel pancakes, and a breakfast burrito.  It is the perfect indulgence for a girls  get together. Waitress was enthusiastic and helpful.  Can't wait to go back!!!",5,0,0,0,0,_b69OdBNLhysN1jFlYNQiA
8/4/2012,02K7F8yHs52APK9sQtTZyg,XFuf0uVGdUn153UzaMmNMg,Totally in love with this place. I will be back!!,5,0,0,0,1,mCHto10PBQOKnefm7gholg
3/26/2012,ldakXloMrgQ7Jju4S6tgwQ,LpH2IkxSHVHeAvorlowRjg,"Having worked in Uptown for a while, I always suggest that visitors stop by Demera for lunch or dinner. The staff is always very attentive, the service is quick and the food is excellent. The spice combinations in Ethiopian food are unlike I've ever experienced before- but delicious! Best of all, the waitresses are really patient and totally willing to walk you through the ultra-unfamiliar menu. Great for lunch or dinner and plenty of room for large groups!",4,0,0,0,1,JDNZxz0ud7zhuPo5pqznMA
1/8/2011,-tzXhsPL6XzBpaaobO9okg,Gi5D1n6GFQQpf7fXCGGfhg,"I tried to call and make a reservation for 10 but was told that they didn't take reservations... what a stupid idea. The problem is that with tables for 2, 4, or 6, they have to wait for adjacent tables to clear out in order to push the tables together to seat a large party. This plan took them over 2 hours. We waited. The place was packed. At first we were crammed by the bar. After awhile the waiting area cleared out and we sat down there and ordered a few appetizers so at least we weren't starving. The appetizers were quite tasty. We got Sweet Potato cakes which spiced with indian tasting spices and plenty of ginger. Delicious. We also had the popcorn with bacon fat and sage which was quite tasty. After we finally got seated the waitress was actually awesome. But I was so frustrated with the situation that it was hard for me to enjoy myself. I ordered vegetarian chili to start. It was decent. Nothing too spectacular. Then my husband and I shared the Tempeh Rueben with side salad and the Pulled Pork sandwich. Tempeh Reuben is not that good. The bread is hard and it's hard to take a bite, it's too small, and it is not very much like a classic reuben. I was so excited to try it and it was a major let down. The side salad however was absolutely fantastic. The pulled pork was insanely good and the best thing we had was the side of blue cheese potato salad. Holy deliciousness. They brew their own beer which everyone seemed to enjoy and we even saw people come into the bar and buy beer to go in sealed bottles so I guess that's an option too. All in all, I would try it again with a smaller party. The food was decent. The waitress was great. The venue has a great vibe, nice art, good music. But my first experience was mildly irritating.",3,0,0,0,0,OKOfoisduqP24uK3WYvx7Q
5/9/2011,xRU3Gq,R-c5M0iJkMxxTxIqTQQZ8w,"The servers here were very friendly on the day that I visited, if a touch informal and way too unpolished.  One of the owners was careful to introduce himself to me, to apologize that things so were hectic in the dining room, and to thank me for my business, though.  That was appreciated. The burger, while good, was not the best I have had and it is three or four dollars too expensive for what you get.  I am glad that I gave Big Jones a whirl, but I am unlikely to rush back for more.",2,1,0,0,0,ElCbMJRjgu9LDj4MxOKXew
9/25/2009,6IrQGhDxZl_tBdILA7JQTA,w-xAord4e5mkk4iumz0M4A,"My husband, myself, and another couple visited Frontera a few weeks ago. We typically enjoy finding restaurants of top chefs as we travel and sampling their culinary treats. We were warned to arrive early, as the doors open and are full immediately. We were very excited upon arrival to note that we'd get a table, and after waiting 45 minutes for the restaurant to open we did. My friend and I were chatting excitedly about sampling Bayless' food, but sadly, we were disappointed. From drinks, to completion, the meal was rather disappointing. The only 'star' of our meal was an appetizer sampler platter and guacamole and chips. Both were excellent. All the meals arrived at barely warm temperature. The food was good, but absolutely nothing about it wowed any of the four of us dining. There honestly isn't much else to say. Give me Bobby Flay's Mesa Grill anytime. That's the sort of food I was expecting. Food that wowed me.",2,0,0,0,1,AqgG-1aD6JYj9D6OmBWO3w
5/25/2010,Hi3ETQcPWRzSzNNqPN5nrA,TnnQB0haXKiX1WudeWSYAA,This place is awesome.  We just go and get apps.  Also $10 Pre fix menu on sundays.,5,0,0,0,1,5OtAmmypXvuTbkFBCziF_Q
3/10/2009,2LNCzsuN1b,xvabsxvz84C6pYRH7LMAmw,"What's the deal here, why would anyone wait hours? I came on a Friday with a friend for lunch which thankfully meant no wait, but for a weekend? There are 1,000 better brunch places in chicago. 1) No veggie sandwiches. I know there are breakfast items, but c'mon, humor me, ONE LUNCH SANDWICH. 2) I got the veggie egg croissant sandwich. In a word: ""Meh."" 3) The Intelligentisia was also not that great. Wtf? 4) Slightly expensive for meh food. **Bonus: Lovely staff! But really? I'll be sticking to lula or handlebar :)",2,0,1,0,0,_b69OdBNLhysN1jFlYNQiA
